"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 23 15:14:37 GMT 2024","Wed Oct 23 15:14:40 GMT 2024","2820","","com.example.allure_report.MyDemoTest","","com.example.allure_report.MyDemoTest","sendDataTest","sendDataTest()",""
