"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jul 23 20:24:30 GMT 2024","Tue Jul 23 20:24:33 GMT 2024","2863","","com.example.allure_report.MyDemoTest","","com.example.allure_report.MyDemoTest","sendDataTest","sendDataTest()",""
