"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Oct 23 15:11:43 GMT 2024","Wed Oct 23 15:11:46 GMT 2024","3037","","com.example.allure_report.MyDemoTest","","com.example.allure_report.MyDemoTest","sendDataTest","sendDataTest()",""
